uid,up_name,followers,n_videos,avg_play,med_play,std_play,avg_comment_scraped,med_comment_scraped,avg_danmaku,med_danmaku,avg_title_len,avg_desc_len,avg_length,std_length,danmaku_missing_rate,upload_freq,sentiment_mean_comment,sentiment_std_comment,sentiment_mean_danmaku,sentiment_std_danmaku,comment_topic_diversity,danmaku_topic_diversity,content_cohesion,comment_repetition,danmaku_repetition,comment_semantic_cohesion,danmaku_semantic_cohesion,label_binary
471303350,大狸子切切里,2665043,20,560893.2,467205.5,392838.82394311606,100.7,101.0,1137.55,966.5,29.0,108.35,652.1,236.96633116386627,0.0,6.521739130434782,0.6016743063127628,0.28032626001264,0.6511136878621883,0.328439523358607,0.1490273452212035,1.421578845288368,0.5700753927230835,0.3811336465830012,0.36884,0.5239740014076233,0.5444310307502747,0
473837611,新华社,19370415,20,135772.1,76355.0,174413.12252233052,97.55,100.5,369.5,150.5,20.85,89.05,238.3,343.79585435790847,0.0999999999999999,300.0,0.7071043584574069,0.2433021941539467,0.8086522941785097,0.2559494217637864,0.9271877117117346,0.813493928651607,0.5770476460456848,0.3875267194769269,0.4477643870783712,0.5215307474136353,0.6362925171852112,0
477676711,田一名sir,2073655,20,1186953.75,505952.0,1938534.965062992,100.9,101.0,227.15,120.0,19.2,3.45,41.15,39.96745386462656,0.0,10.714285714285715,0.5802677852859419,0.2651272430613139,0.5004779150088969,0.3078150200411534,0.6278986583063515,1.090843359816951,0.5664762258529663,0.4457131101167515,0.5309554519297549,0.5954439043998718,0.6333773136138916,0
479659041,懂设计的产品人,27297,20,286.2,278.5,80.96366956526666,0.3,0.0,0.05,0.0,12.6,219.05,568.45,223.64221308528545,0.95,28.57142857142857,0.7767631312211355,0.1344765779427128,0.2176889777183532,,0.0,0.0,0.6570267081260681,0.9591836734693876,1.0,0.6555206179618835,1.0,1
479893558,郎朗,2099758,20,226757.4,51052.5,415760.7717560665,100.35,100.0,81.55,56.5,13.2,15.35,151.1,122.942391301566,0.0,3.658536585365853,0.7035842517805696,0.2185866515367714,0.6850089565325462,0.3011408919639934,1.5183374130877088,0.5998846584209938,0.6368141174316406,0.4773916836289619,0.3721618953603159,0.5965288281440735,0.6178651452064514,0
482867012,吴悠讲编程,70141,20,21351.15,19845.5,15095.503406033831,31.95,17.5,17.3,19.0,31.4,105.75,388.25,178.97452773774086,0.0,2.142857142857143,0.6499261658927294,0.2776064202534151,0.6788445334353974,0.3003413059630916,0.5455583346051535,1.1472531061436675,0.5436740517616272,0.3559469278155109,0.4186991869918699,0.4874232113361358,0.5246586203575134,0
489678113,GAI周延,364910,20,608542.8,164277.5,1244368.8357727297,100.9,101.0,723.6,447.5,22.4,17.45,386.85,337.99147840394465,0.0,4.054054054054054,0.6727979699993364,0.2388058379617976,0.7238617954546465,0.2638888082258216,0.0680709469459127,1.119479600634418,0.8500822186470032,0.412459336369551,0.4125117497650047,0.5982574820518494,0.6609379649162292,0
494293576,Bambulab拓竹科技,187084,20,135023.2,87460.0,182655.0289150504,72.3,83.5,23.7,7.0,14.05,115.0,66.65,116.74320672223062,0.05,6.896551724137931,0.5906687523599039,0.2793378798345708,0.5614481154664219,0.3186800792464285,1.3492606727195973,1.609037047089123,0.5571028590202332,0.3740719074832381,0.3820634341961356,0.5131741166114807,0.5352921485900879,0
501005668,黄霄雲,873594,20,239368.1,87578.0,412232.392578813,100.85,101.0,439.85,320.0,35.35,28.2,361.2,185.582893948542,0.0,4.615384615384616,0.6829433172034357,0.2289402488332682,0.7345302213979378,0.2858915572165336,1.269243668421384,1.4405300453005865,0.6950353980064392,0.4554517363154797,0.3704707223189902,0.6005033254623413,0.6084498763084412,0
504573481,房磊AI新发现,26553,20,9483.8,3280.5,13848.080796535252,21.5,11.0,6.85,3.0,14.8,94.15,1080.7,506.8303048306571,0.15,2.8436018957345968,0.6905937160646846,0.2601480937688121,0.611964301620848,0.320520008340166,1.834303261400731,1.7129723179408107,0.646095871925354,0.362043987883577,0.3820638820638821,0.5310653448104858,0.5321260690689087,1
517327498,罗翔说刑法,32325015,20,1241759.75,1219450.5,374190.20236208267,100.85,101.0,1267.55,1200.0,25.5,99.8,611.3,585.3109924601936,0.0,3.7267080745341614,0.6667061300643978,0.2680629089641222,0.9615980157572668,0.0563650898285359,1.085656114909522,0.2481263666377713,0.5967830419540405,0.3367588932806324,0.953381864725411,0.4955204427242279,0.9728226661682128,0
